244.93, 242.52, 0
339.45, 244.58, 0
79.82, 103.12, 0
264.05, 185.07, 0
96.13, 271.05, 0
319.58, 120.91, 0
145.65, 114.79, 0
18.26, 253.04, 1
314.75, 340.84, 1
356.21, 379.24, 1
13.59, 390.78, 1
64.93, 242.52, 0
21.97, 357.75, 0
69.36, 343.21, 0
23.08, 90.85, 0
81.42, 494.72, 0
35.95, 240.64, 0
88.39, 284.57, 0
356.26, 343.43, 1
41.07, 455.04, 1
9.16, 498.65, 1
357.94, 499.88, 1
159.45, 244.58, 0
201.97, 357.75, 0
138.37, 282.02, 0
201.59, 266.92, 0
125.98, 439.11, 0
176.89, 137.17, 0
155.05, 357.11, 0
274.0, 156.6, 1
22.14, 161.27, 1
86.09, 165.51, 1
341.26, 169.5, 1
127.07, 5.37, 2
259.82, 103.12, 0
249.36, 343.21, 0
318.37, 282.02, 0
262.54, 288.01, 0
105.68, 174.5, 0
292.31, 194.46, 0
198.0, 118.8, 0
354.29, 223.18, 1
358.46, 361.76, 1
340.64, 381.78, 1
302.84, 408.9, 1
84.05, 185.07, 0
203.08, 90.85, 0
21.59, 266.92, 0
82.54, 288.01, 0
91.24, 453.68, 0
43.53, 153.42, 0
106.9, 260.08, 0
347.38, 265.53, 1
45.43, 369.7, 1
6.11, 411.05, 1
352.66, 419.42, 1
276.13, 271.05, 0
261.42, 494.72, 0
305.98, 439.11, 0
285.68, 174.5, 0
271.24, 453.68, 0
289.18, 368.34, 0
252.18, 215.04, 0
324.76, 329.66, 1
336.51, 445.75, 1
324.13, 502.7, 1
297.73, 577.93, 1
139.58, 120.91, 0
215.95, 240.64, 0
356.89, 137.17, 0
112.31, 194.46, 0
223.53, 153.42, 0
109.18, 368.34, 0
142.53, 235.37, 0
46.77, 216.43, 1
312.1, 220.59, 1
10.55, 291.28, 1
348.25, 303.86, 1
325.65, 114.79, 0
268.39, 284.57, 0
335.05, 357.11, 0
18.0, 118.8, 0
286.9, 260.08, 0
72.18, 215.04, 0
322.53, 235.37, 0
2.48, 335.38, 1
317.49, 454.08, 1
3.26, 475.38, 1
349.25, 481.63, 1
327.55, 267.75, 0
331.11, 110.48, 0
288.94, 261.82, 0
336.47, 363.1, 0
288.09, 339.39, 0
15.69, 114.88, 0
274.89, 523.01, 0
73.61, 215.43, 0
267.27, 286.13, 0
358.26, 321.21, 1
358.35, 321.45, 1
358.35, 321.84, 1
353.72, 324.16, 1
147.55, 267.75, 0
145.05, 157.63, 0
216.41, 175.17, 0
359.3, 106.96, 0
236.03, 215.77, 0
123.43, 209.37, 0
244.34, 418.73, 0
115.24, 387.32, 0
210.68, 278.57, 0
43.35, 132.71, 1
44.55, 135.77, 1
46.54, 139.94, 1
48.34, 144.84, 1
327.04, 7.94, 2
151.11, 110.48, 0
325.05, 157.63, 0
266.54, 194.63, 0
338.8, 253.31, 0
271.84, 269.38, 0
80.68, 85.57, 0
263.64, 470.62, 0
97.87, 262.52, 0
244.6, 257.31, 0
0.2, 225.71, 1
2.86, 225.75, 1
1.25, 226.03, 1
4.54, 226.19, 1
108.94, 261.82, 0
36.41, 175.17, 0
86.54, 194.63, 0
22.49, 268.34, 0
285.23, 77.69, 0
84.75, 279.9, 0
261.61, 276.41, 0
93.05, 454.97, 0
201.15, 105.74, 0
352.48, 211.77, 1
39.4, 307.32, 1
39.96, 310.17, 1
40.91, 313.9, 1
156.47, 363.1, 0
179.3, 106.96, 0
158.8, 253.31, 0
202.49, 268.34, 0
217.98, 288.64, 0
141.62, 283.57, 0
232.53, 473.88, 0
127.73, 444.65, 0
202.12, 374.06, 0
96.45, 93.0, 1
96.03, 97.09, 1
95.94, 103.44, 1
28.25, 105.34, 1
108.09, 339.39, 0
56.03, 215.77, 0
91.84, 269.38, 0
105.23, 77.69, 0
37.98, 288.64, 0
89.16, 353.72, 0
252.98, 207.58, 0
94.82, 531.16, 0
162.82, 124.59, 0
14.0, 195.33, 1
51.21, 346.46, 1
51.6, 349.87, 1
2.24, 352.11, 1
195.69, 114.88, 0
303.43, 209.37, 0
260.68, 85.57, 0
264.75, 279.9, 0
321.62, 283.57, 0
269.16, 353.72, 0
263.19, 556.1, 0
105.84, 182.54, 0
248.59, 340.36, 0
349.02, 214.39, 1
349.17, 214.54, 1
349.18, 214.93, 1
342.55, 221.83, 1
94.89, 523.01, 0
64.34, 418.73, 0
83.64, 470.62, 0
81.61, 276.41, 0
52.53, 473.88, 0
72.98, 207.58, 0
83.19, 556.1, 0
88.73, 727.96, 0
103.91, 242.4, 0
44.47, 350.76, 1
27.22, 464.0, 1
38.69, 513.65, 1
59.33, 544.7, 1
253.61, 215.43, 0
295.24, 387.32, 0
277.87, 262.52, 0
273.05, 454.97, 0
307.73, 444.65, 0
274.82, 531.16, 0
285.84, 182.54, 0
268.73, 727.96, 0
261.41, 498.07, 0
320.35, 338.38, 1
320.26, 338.51, 1
320.39, 338.71, 1
317.2, 356.34, 1
87.27, 286.13, 0
30.68, 278.57, 0
64.6, 257.31, 0
21.15, 105.74, 0
22.12, 374.06, 0
342.82, 124.59, 0
68.59, 340.36, 0
283.91, 242.4, 0
81.41, 498.07, 0
1.94, 308.74, 1
34.76, 409.09, 1
35.21, 411.68, 1
35.97, 414.95, 1
340.47, 387.26, 0
342.87, 101.45, 0
6.77, 100.37, 0
268.75, 262.47, 0
288.96, 259.97, 0
290.34, 327.4, 0
275.32, 500.87, 0
335.62, 287.67, 0
75.47, 223.58, 0
355.65, 217.82, 1
349.87, 218.43, 1
4.31, 310.48, 1
326.7, 328.13, 1
160.47, 387.26, 0
159.62, 285.92, 0
151.96, 300.58, 0
199.73, 393.82, 0
202.54, 303.71, 0
215.25, 307.59, 0
229.22, 487.69, 0
174.07, 103.52, 0
131.77, 463.73, 0
193.24, 22.76, 1
146.56, 36.67, 1
209.19, 103.92, 1
18.7, 112.96, 1
162.87, 101.45, 0
339.62, 285.92, 0
86.27, 41.8, 0
246.18, 254.19, 0
266.69, 216.35, 0
273.48, 277.62, 0
263.85, 471.55, 0
331.7, 187.47, 0
99.42, 249.68, 0
355.86, 118.38, 1
6.34, 120.98, 1
14.05, 219.21, 1
319.72, 232.41, 1
186.77, 100.37, 0
331.96, 300.58, 0
266.27, 41.8, 0
248.98, 293.8, 0
266.62, 258.15, 0
272.54, 319.14, 0
264.04, 513.32, 0
321.19, 208.34, 0
102.02, 209.19, 0
346.44, 120.89, 1
336.46, 125.82, 1
3.14, 210.24, 1
312.29, 259.48, 1
88.75, 262.47, 0
19.73, 393.82, 0
66.18, 254.19, 0
68.98, 293.8, 0
10.39, 91.68, 0
339.55, 127.56, 0
282.44, 241.98, 0
28.22, 303.84, 0
82.65, 482.81, 0
16.38, 291.81, 1
45.42, 314.47, 1
359.08, 325.64, 1
47.81, 331.89, 1
108.96, 259.97, 0
22.54, 303.71, 0
86.69, 216.35, 0
86.62, 258.15, 0
190.39, 91.68, 0
295.64, 67.8, 0
